date;id;latitude;link;longitude;name;neighbourhood;perm;price;rooms;sqm;suburb;type;where;who
2023-08-02;ID4mqKa;51.729699;http://www.otodom.pl/pl/oferta/apartament-na-zamknietym-osiedlu-gorna-ID4mqKa;19.5033245;Apartament na zamkniętym osiedlu Górna;Chojny-Dąbrowa;10186;558200;3;54.8;Łódź-Górna;N;ul. Poli Gojawiczyńskiej, Dąbrowa, Górna, Łódź, łódzkie;Jarosław Grzelak
2023-08-02;ID4fv2s;51.7363403;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-loggia-bez-prowizji-ID4fv2s;19.567521;2-pokojowe mieszkanie 42m2 + loggia Bez Prowizji;Osiedle Słowiańskie;-1;-1;2;42.32;Łódź-Widzew;D;ul. Kazimierza Odnowiciela, Olechów, Widzew, Łódź, łódzkie;Madey Development
2023-08-02;ID4mqJL;51.7311827;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-gorna-ID4mqJL;19.4609852;2 pokojowe mieszkanie Górna;Kurak;6143;344000;2;56.0;Górna;N;ul. Sokola, Kurak, Górna, Łódź, łódzkie;Jarosław Grzelak
2023-08-02;ID4mesx;;http://www.otodom.pl/pl/oferta/przytulny-dom-w-stylu-boho-scandi-do-zamieszkania-ID4mesx;;Przytulny Dom w stylu Boho/Scandi do zamieszkania;;10778;970000;4;90.0;;P;Stare Chojny, Górna, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mqJh;51.7363233;http://www.otodom.pl/pl/oferta/apartament-na-retkini-ID4mqJh;19.4084412;Apartament na Retkini;Osiedle Pienista;10014;729000;3;72.8;Łódź-Polesie;N;ul. Pienista, Lublinek, Polesie, Łódź, łódzkie;Jarosław Grzelak
2023-08-02;ID4mqIA;51.7215608;http://www.otodom.pl/pl/oferta/apartament-na-chojnach-ID4mqIA;19.5005861;Apartament na Chojnach;brak;9875;630000;3;63.8;Łódź-Górna;N;ul. Sąsiedzka, Stare Chojny, Górna, Łódź, łódzkie;Jarosław Grzelak
2023-08-02;ID4mqI2;51.7697661;http://www.otodom.pl/pl/oferta/mieszkanie-na-lodzkim-manhattanie-ID4mqI2;19.4607497;Mieszkanie na łódzkim Manhattanie;Centrum;8010;479000;3;59.8;Łódź-Śródmieście;N;ul. Henryka Sienkiewicza, Centrum, Śródmieście, Łódź, łódzkie;Jarosław Grzelak
2023-08-02;ID4mqI0;51.7878366;http://www.otodom.pl/pl/oferta/2-pokojowe-rozkladowe-mieszkanie-do-remontu-47m2-ID4mqI0;19.4433511;2 pokojowe, rozkładowe mieszkanie do remontu 47m2;Stare Bałuty;6362;299000;2;47.0;Łódź-Bałuty;N;ul. Urzędnicza, Stare Bałuty, Bałuty, Łódź, łódzkie;Westfal Partners Nieruchomości
2023-08-02;ID4mqFM;51.8022943;http://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-rojna-lodz-teofilow-ID4mqFM;19.36811737610849;2 pokoje z balkonem - Rojna - Łódź Teofilów;Osiedle im. Marii Konopnickiej;6405;237000;2;37.0;Łódź-Bałuty;N;Teofilów, Bałuty, Łódź, łódzkie;Agencja Obrotu Nieruchomościami AB Litwińska-Joanna Jurasz
2023-08-02;ID4mqFo;;http://www.otodom.pl/pl/oferta/piekna-kawalerka-inwestycyjna-bez-prowizji-ID4mqFo;;Piękna kawalerka inwestycyjna bez prowizji;;11500;345575;1;30.05;;N;okolice Dworca Kaliskiego i Atlas Areny, Zdrowie, Polesie, Łódź, łódzkie;EUREX NIERUCHOMOŚCI
2023-08-02;ID4mqFl;;http://www.otodom.pl/pl/oferta/kawalerka-inwestycyjnie-park-zoo-aquapark-a-arena-ID4mqFl;;❕Kawalerka INWESTYCYJNIE Park/Zoo/Aquapark/A-Arena;;9818;251328;1;25.6;;N;Stare Polesie, Polesie, Łódź, łódzkie;Biuro sprzedaży dewelopera
2023-08-02;ID4mqCf;51.7459042;http://www.otodom.pl/pl/oferta/okazja-udzial-5-6-w-m5-dabrowa-ID4mqCf;19.5013962;Okazja !!!! Udział 5/6 w M5 Dabrowa;Zarzew;4871;230000;3;47.22;Widzew;N;Leopolda Tyrmanda, Zarzew, Widzew, Łódź, łódzkie;Apartner M.Piech W.Skorupa Sp.J.
2023-08-02;ID4mqCd;;http://www.otodom.pl/pl/oferta/3-pokoje-w-nowym-bloku-centrum-zamkniete-osiedle-ID4mqCd;;3 pokoje w nowym bloku centrum, zamknięte osiedle;;10496;698000;3;66.5;;N;Fabryczna Widzew, Widzew, Łódź, łódzkie;TRUST Nieruchomości
2023-08-02;ID4l9jl;51.8007107;http://www.otodom.pl/pl/oferta/rezerwacja-2-pokoje-rozkladowe-46m2-blisko-parku-ID4l9jl;19.4658645;REZERWACJA - 2 pokoje rozkładowe 46m2 blisko parku;Osiedle im. Stefana Czarnieckiego;5804;269900;2;46.5;Łódź-Bałuty;P;ul. Marysińska, Stare Bałuty, Bałuty, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4lKaY;51.770868;http://www.otodom.pl/pl/oferta/apartament-w-prestizowej-kamienicy-45m2-ID4lKaY;19.4590251;Apartament w prestiżowej kamienicy 45m2;Centrum;9333;420000;1;45.0;Łódź-Śródmieście;P;ul. Narutowicza, Fabryczna, Śródmieście, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4l2iE;51.7806653;http://www.otodom.pl/pl/oferta/apartament-manufaktura-drewnowska-ogrodowa-fv-ID4l2iE;19.4237209;Apartament Manufaktura Drewnowska / Ogrodowa FV;Koziny;14704;397000;2;27.0;Łódź-Polesie;P;ul. Drewnowska, Koziny, Polesie, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4eltg;51.752937;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-38m2-loggia-bez-prowizji-ID4eltg;19.4619694;1-pokojowe mieszkanie 38m2 + loggia Bez Prowizji;ŚDM Manhattan;-1;-1;1;38.21;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4iyCJ;51.7136826;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-balkon-ID4iyCJ;19.4446875;2-pokojowe mieszkanie 45m2 + balkon;Ruda;8400;382452;2;45.53;Łódź-Górna;D;ul. Dzwonowa, Ruda Pabianicka, Górna, Łódź, łódzkie;Yuniversal Development
2023-08-02;ID4ejxR;51.752937;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-ogrodek-bez-prowizji-ID4ejxR;19.4619694;2-pokojowe mieszkanie 47m2 + ogródek Bez Prowizji;ŚDM Manhattan;-1;-1;2;47.93;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4eiHe;51.752937;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-loggia-ID4eiHe;19.4619694;3-pokojowe mieszkanie 69m2 + loggia;ŚDM Manhattan;-1;-1;3;69.31;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4iyCu;51.7136826;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-39m2-balkon-bez-prowizji-ID4iyCu;19.4446875;1-pokojowe mieszkanie 39m2 + balkon Bez Prowizji;Ruda;8600;337120;1;39.2;Łódź-Górna;D;ul. Dzwonowa, Ruda Pabianicka, Górna, Łódź, łódzkie;Yuniversal Development
2023-08-02;ID4loqZ;51.7878366;http://www.otodom.pl/pl/oferta/3-pokojowy-apartament-ul-urzednicza-16-ID4loqZ;19.4433511;3 pokojowy apartament ul. Urzędnicza 16;Stare Bałuty;7800;441948;3;56.66;Łódź-Bałuty;P;ul. Urzędnicza, Stare Bałuty, Bałuty, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4lnUA;51.7362401;http://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-po-generalnym-remoncie-ID4lnUA;19.5048021;Sprzedam mieszkanie po generalnym remoncie!;Chojny-Dąbrowa;8054;298000;2;37.0;Łódź-Górna;P;ul. gen. Jarosława Dąbrowskiego, Chojny, Górna, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4lGrI;51.7311559;http://www.otodom.pl/pl/oferta/apartament-z-tarasami-i-2-miejscami-parkingowymi-ID4lGrI;19.4320678;Apartament z tarasami i 2 miejscami parkingowymi;Stare Rokicie;8999;890000;4;98.9;Łódź-Górna;N;ul. Pustynna, Rokicie, Górna, Łódź, łódzkie;ATUT Nieruchomości
2023-08-02;ID4lOYJ;51.772547700000004;http://www.otodom.pl/pl/oferta/nowa-cena-rokicie-funkcjonalna-kawalerka-na-10-p-ID4lOYJ;19.423168798507465;NOWA CENA! Rokicie Funkcjonalna kawalerka na 10 p;Stare Polesie;7059;240000;1;34.0;Łódź-Polesie;N;Koziny, Polesie, Łódź, łódzkie;Real Nieruchomości
2023-08-02;ID4mqsB;51.7638615;http://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-krzemieniecka-22a-ID4mqsB;19.4069675;Sprzedam bezpośrednio Krzemieniecka 22A;Zdrowie-Mania;8981;216000;1;24.05;Łódź-Polesie;P;Zdrowie, Polesie, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4m2ca;;http://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-miejscem-parkingowym-ID4m2ca;;Przestronne mieszkanie z miejscem parkingowym;;9906;738000;3;74.5;;P;Ruda Pabianicka, Górna, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mqs3;51.7592275;http://www.otodom.pl/pl/oferta/perla-piotrkowska-2-pokoje-2-pietro-ID4mqs3;19.4586174;Perła Piotrkowska, 2 pokoje, 2 piętro.;ŚDM Manhattan;8590;360000;2;41.91;Łódź-Śródmieście;N;ul. Piotrkowska, Centrum, Śródmieście, Łódź, łódzkie;SKiL nieruchomości
2023-08-02;ID4mqru;;http://www.otodom.pl/pl/oferta/zubardz-ladny-rozklad-balkon-atrakcyjna-cena-ID4mqru;;Żubardź -ładny rozkład-balkon-atrakcyjna cena;;5763;315000;3;54.66;;N;Stare Bałuty, Bałuty, Łódź, łódzkie;Profit Nieruchomości sc
2023-08-02;ID4mqr1;51.7653532;http://www.otodom.pl/pl/oferta/mieszkanie-103-85-m-lodz-ID4mqr1;19.4574251;Mieszkanie, 103,85 m², Łódź;Centrum;6644;690000;2;103.85;Łódź-Śródmieście;N;Centrum, Śródmieście, Łódź, łódzkie;PROPERTY Agencja Nieruchomości Dębski Andrzej
2023-08-02;ID4j3vQ;51.7753359;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-bez-prowizji-ID4j3vQ;19.4272976;2-pokojowe mieszkanie 37m2 + balkon Bez Prowizji;Koziny;9850;372034;2;37.77;Łódź-Polesie;D;ul. Marcina Kasprzaka, Stare Polesie, Polesie, Łódź, łódzkie;VFM Real Estate
2023-08-02;ID4iZwE;51.7753359;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-ID4iZwE;19.4272976;1-pokojowe mieszkanie 32m2 + balkon;Koziny;10150;334544;1;32.96;Łódź-Polesie;D;ul. Marcina Kasprzaka, Stare Polesie, Polesie, Łódź, łódzkie;VFM Real Estate
2023-08-02;ID4lTvJ;51.7653532;http://www.otodom.pl/pl/oferta/cieple-mieszkanie-w-zadbanej-kamienicy-c-o-miej-ID4lTvJ;19.4574251;Ciepłe mieszkanie w zadbanej kamienicy, C.O. miej.;Centrum;5985;285000;2;47.62;Łódź-Śródmieście;P;Centrum, Śródmieście, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4lkMY;51.7964992;http://www.otodom.pl/pl/oferta/okazja-3-pok-garaz-odbiory-wakacje-2023-ID4lkMY;19.3873855;OKAZJA!! 3 pok.|garaż| odbiory : wakacje 2023!;Osiedle im. Stefana Żeromskiego;7721;503000;3;65.15;Łódź-Bałuty;N;ul. Grabieniec, Teofilów, Bałuty, Łódź, łódzkie;GÓRA Nieruchomości
2023-08-02;ID4miQG;51.8095763;http://www.otodom.pl/pl/oferta/62-m-lodz-baluty-radogoszcz-ID4miQG;19.4388767;62 m², Łódź-Bałuty Radogoszcz;Julianów-Marysin-Rogi;7823;485000;3;62.0;Łódź-Bałuty;P;Radogoszcz, Marysin, Bałuty, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mqlj;51.7614098;http://www.otodom.pl/pl/oferta/mieszkanie-z-pieknym-widokiem-na-stadion-widzewa-ID4mqlj;19.5135352;Mieszkanie z pięknym widokiem na stadion Widzewa;Stary Widzew;12109;530000;2;43.77;Widzew;P;ul. Sobolowa, Stary Widzew, Widzew, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4m043;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m10-ID4m043;19.4340023;Nowe Sady 85 | mieszkanie M10;Nowe Sady;-1;-1;4;75.78;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4m040;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m9-ID4m040;19.4340023;Nowe Sady 85 | mieszkanie M9;Nowe Sady;8700;567153;3;65.19;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4m041;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m3-ID4m041;19.4340023;Nowe Sady 85 | mieszkanie M3;Nowe Sady;-1;-1;2;46.47;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4iyBY;51.7136826;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-ogrodek-bez-prowizji-ID4iyBY;19.4446875;2-pokojowe mieszkanie 46m2 + ogródek Bez Prowizji;Ruda;8200;380070;2;46.35;Łódź-Górna;D;ul. Dzwonowa, Ruda Pabianicka, Górna, Łódź, łódzkie;Yuniversal Development
2023-08-02;ID4iyBZ;51.7136826;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-ID4iyBZ;19.4446875;1-pokojowe mieszkanie 34m2 + balkon;Ruda;9100;316043;1;34.73;Łódź-Górna;D;ul. Dzwonowa, Ruda Pabianicka, Górna, Łódź, łódzkie;Yuniversal Development
2023-08-02;ID4eiGS;51.752937;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-loggia-ID4eiGS;19.4619694;3-pokojowe mieszkanie 69m2 + loggia;ŚDM Manhattan;-1;-1;3;69.32;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4ejz0;51.752937;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-bezposrednio-ID4ejz0;19.4619694;1-pokojowe mieszkanie 33m2 Bezpośrednio;ŚDM Manhattan;-1;-1;1;33.74;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4fv33;51.7363403;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-2-balkony-ID4fv33;19.567521;3-pokojowe mieszkanie 63m2 + 2 balkony;Osiedle Słowiańskie;-1;-1;3;63.27;Łódź-Widzew;D;ul. Kazimierza Odnowiciela, Olechów, Widzew, Łódź, łódzkie;Madey Development
2023-08-02;ID4mqhW;51.8095763;http://www.otodom.pl/pl/oferta/rozkladowe-3-pokoje-na-radogoszczu-ID4mqhW;19.4388767;Rozkładowe 3 pokoje na Radogoszczu;Julianów-Marysin-Rogi;7823;485000;3;62.0;Łódź-Bałuty;N;Radogoszcz, Bałuty, Łódź, łódzkie;Westfal Partners Nieruchomości
2023-08-02;ID4k09F;51.8209942;http://www.otodom.pl/pl/oferta/mieszkanie-2-pok-radogoszcz-wschod-pl-sloneczny-ID4k09F;19.4462815;Mieszkanie 2 pok. Radogoszcz Wschód pl. Słoneczny;Radogoszcz-Wschód;7483;333000;2;44.5;Łódź-Bałuty;P;ul. Syrenki, Radogoszcz, Bałuty, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4jHDS;51.808986;http://www.otodom.pl/pl/oferta/apartamenty-lisciasta-bud-2-mieszkanie-2-32-ID4jHDS;19.4257933;Apartamenty Liściasta | bud. 2 | mieszkanie 2_32;Radogoszcz;8078;501886;3;62.13;Łódź-Bałuty;D;ul. Liściasta, Teofilów Przemysłowy, Bałuty, Łódź, łódzkie;UNI GRUP NIERUCHOMOŚCI
2023-08-02;ID4kNdc;51.7668304;http://www.otodom.pl/pl/oferta/tuwima-apartments-2-pokojowe-mieszkanie-nr-302-ID4kNdc;19.4721424;Tuwima Apartments | 2-pokojowe mieszkanie nr 302;Fabryczna Widzew;-1;-1;2;41.03;Łódź-Widzew;D;ul. Juliana Tuwima, Fabryczna Widzew, Widzew, Łódź, łódzkie;Resi Capital Spółka Akcyjna
2023-08-02;ID4elIO;51.7393125;http://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-jasia-i-malgosi-m2-d3-ID4elIO;19.4093003;Dwupoziomowe Mieszkanie Jasia i Małgosi | M2.D3;Osiedle Pienista;8300;914411;5;110.17;Łódź-Polesie;D;ul. Jasia i Małgosi, Lublinek, Polesie, Łódź, łódzkie;Protres sp. z o.o.
2023-08-02;ID4ish3;51.7095577;http://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-kolumny-c18-ID4ish3;19.4902617;Nowe Mieszkanie Osiedle Kolumny | C18;Stare Chojny;7778;465279;2;59.82;Górna;D;ul. Kolumny, Wiskitno, Górna, Łódź, łódzkie;UNI GRUP NIERUCHOMOŚCI
2023-08-02;ID4iEmn;51.7976818;http://www.otodom.pl/pl/oferta/kierpcowa-apartamenty-45-62-m2-2-pokoje-ID4iEmn;19.5017922;KIERPCOWA Apartamenty - 45,62 m2, 2 pokoje;Stoki-Sikawa-Podgórze;-1;-1;2;45.62;Łódź-Widzew;D;ul. Kierpcowa, Stare Moskule, Widzew, Łódź, łódzkie;Kierpcowa ATJ Investments Sp. z o.o.
2023-08-02;ID4kG6h;51.7025951;http://www.otodom.pl/pl/oferta/ville-atutowa-nowoczesne-mieszkanie-g2-ID4kG6h;19.4518265;Ville Atutowa | nowoczesne mieszkanie G2;Ruda;-1;-1;4;77.8;Łódź-Górna;D;ul. Atutowa, Ruda Pabianicka, Górna, Łódź, łódzkie;Vrd Sp.  z o.o.  Sp. k.
2023-08-02;ID4l7VN;51.7635248;http://www.otodom.pl/pl/oferta/widzewska-manufaktura-apartamenty-1-pok-b-00-01-ID4l7VN;19.5111275;Widzewska Manufaktura Apartamenty|1-pok. | B_00_01;Stary Widzew;-1;-1;1;48.1;Widzew;D;al. marsz. Józefa Piłsudskiego, Księży Młyn, Widzew, Łódź, łódzkie;Resi Capital Spółka Akcyjna
2023-08-02;ID4mdYK;51.7537001;http://www.otodom.pl/pl/oferta/mieszkanie-na-parterze-z-ogrodkiem-parking-sauna-ID4mdYK;19.57501;Mieszkanie na parterze z ogródkiem. Parking, sauna;Olechów-Janów;10247;735000;3;71.73;Łódź-Widzew;P;al. Hetmańska, Olechów, Widzew, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mqeZ;51.8201335;http://www.otodom.pl/pl/oferta/nowoczesne-m3-na-radogoszczu-wschodzie-2p-ID4mqeZ;19.43805070341854;Nowoczesne M3 na Radogoszczu Wschodzie, 2p!;Radogoszcz-Wschód;8460;423000;2;50.0;Łódź-Bałuty;P;ul. Herlinga Grudzińskiego 42, Radogoszcz, Bałuty, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4lR5v;51.7498455;http://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-na-parterze-ID4lR5v;19.4847615;Kawalerka po remoncie na parterze;Zarzew;8821;279000;1;31.63;Łódź-Widzew;P;ul. Rawska, Zarzew, Widzew, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4lTlq;;http://www.otodom.pl/pl/oferta/wyremontowane-mieszkanie-4-nowoczesne-kawalerki-ID4lTlq;;Wyremontowane mieszkanie - 4 nowoczesne kawalerki;;9783;947000;4;96.8;;P;Stare Polesie, Polesie, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mqdq;;http://www.otodom.pl/pl/oferta/m-2-27m-1-pietro-tatrzanska-70-72-lodz-zarzew-ID4mqdq;;M-2, 27m, 1 piętro, Tatrzańska 70/72, Łódź -Zarzew;;8148;220000;1;27.0;;P;Tatarzańska 70/72, Zarzew, Widzew, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mqcv;51.7260549;http://www.otodom.pl/pl/oferta/wyposazona-kawalerka-kurak-gotowiec-inwestycyjny-ID4mqcv;19.464389843421053;Wyposażona kawalerka Kurak Gotowiec inwestycyjny;Kurak;8519;230000;1;27.0;Górna;N;Kurak, Górna, Łódź, łódzkie;Solier Nieruchomości
2023-08-02;ID4lxuw;51.7548224;http://www.otodom.pl/pl/oferta/kawalerka-inwestycyjna-gotowa-po-remoncie-3-szt-ID4lxuw;19.4816325;Kawalerka inwestycyjna, gotowa, po remoncie, 3 szt;Księży Młyn;10474;199000;1;19.0;Łódź-Widzew;P;Księży Młyn, Widzew, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mqcp;51.791698;http://www.otodom.pl/pl/oferta/m-3-zubardz-po-remoncie-ID4mqcp;19.4180562;M-3 Żubardź po remoncie;Osiedle im. Mikołaja Reja;9136;349900;2;38.3;Łódź-Bałuty;N;ul. gen. Kazimierza Pułaskiego, Żubardź, Bałuty, Łódź, łódzkie;Apartiz
2023-08-02;ID4mqbV;51.8022943;http://www.otodom.pl/pl/oferta/m-3-na-teofilowie-3-pietro-pelen-rozklad-balkon-ID4mqbV;19.36811737610849;M-3 na Teofilowie 3 piętro Pełen rozkład Balkon;Osiedle im. Marii Konopnickiej;6630;299000;2;45.1;Łódź-Bałuty;N;Teofilów, Bałuty, Łódź, łódzkie;Solier Nieruchomości
2023-08-02;ID4mqbe;;http://www.otodom.pl/pl/oferta/m-4-z-2-balkonami-blisko-dworca-lodz-kaliska-ID4mqbe;;M-4 z 2 balkonami blisko dworca Łódź Kaliska;;7048;340000;3;48.24;;N;Stare Polesie, Polesie, Łódź, łódzkie;Solier Nieruchomości
2023-08-02;ID4mqab;51.779067;http://www.otodom.pl/pl/oferta/przestronna-kawalerka-z-balkonem-ID4mqab;19.4256497;Przestronna kawalerka z balkonem;Koziny;7108;259000;1;36.44;Łódź-Polesie;P;ul. Piotra Bardowskiego, Koziny, Polesie, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mq9i;51.772547700000004;http://www.otodom.pl/pl/oferta/2-pokoje-32m2-przy-manufakturze-inwestycyjnie-ID4mq9i;19.423168798507465;2 pokoje 32m2 przy MANUFAKTURZE - Inwestycyjnie❕;Stare Polesie;9902;316384;2;31.95;Łódź-Polesie;N;Koziny, Polesie, Łódź, łódzkie;Biuro sprzedaży dewelopera
2023-08-02;ID4mq8M;51.772547700000004;http://www.otodom.pl/pl/oferta/promocja-apartament-2-pokoje-lodz-manufaktura-ID4mq8M;19.423168798507465;❕PROMOCJA -Apartament 2 pokoje - ŁÓDŹ MANUFAKTURA❕;Stare Polesie;8946;385572;2;43.1;Łódź-Polesie;N;Koziny, Polesie, Łódź, łódzkie;Biuro sprzedaży dewelopera
2023-08-02;ID4mq8f;51.78647215;http://www.otodom.pl/pl/oferta/mieszkanie-62-71-m2-lodz-ul-prusa-2-ID4mq8f;19.419128809607262;Mieszkanie 62,71 m2 Łódź ul.Prusa 2;Osiedle im. Mikołaja Reja;8292;520000;3;62.71;Łódź-Bałuty;P;Żubardź, Bałuty, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mq7T;;http://www.otodom.pl/pl/oferta/promocja-apartament-3-pokoje-lodz-manufaktura-ID4mq7T;;❕PROMOCJA -Apartament 3 pokoje - ŁÓDŹ MANUFAKTURA❕;;8610;423698;3;49.21;;N;Stare Polesie, Polesie, Łódź, łódzkie;Biuro sprzedaży dewelopera
2023-08-02;ID4mq6X;51.8212123;http://www.otodom.pl/pl/oferta/apartament-na-1-pietrze-z-garazem-cisza-i-zielen-ID4mq6X;19.426551;Apartament na 1 piętrze z garażem. Cisza i zieleń;Radogoszcz-Zachód;8711;750000;3;86.1;Łódź-Bałuty;N;ul. Jesionowa, Radogoszcz, Bałuty, Łódź, łódzkie;Marcin Starczewski Nieruchomości
2023-08-02;ID4lTcT;51.7302235;http://www.otodom.pl/pl/oferta/mieszkanie-50m-do-wprowadzenia-ID4lTcT;19.4750553;Mieszkanie 50m do wprowadzenia;Piastów-Kurak;6000;300000;2;50.0;Górna;P;ul. Rzgowska, Górniak, Górna, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4iyCf;51.7136826;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-bezposrednio-ID4iyCf;19.4446875;1-pokojowe mieszkanie 34m2 + balkon Bezpośrednio;Ruda;9200;317860;1;34.55;Łódź-Górna;D;ul. Dzwonowa, Ruda Pabianicka, Górna, Łódź, łódzkie;Yuniversal Development
2023-08-02;ID4iyBT;51.7136826;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-ogrodek-bezposrednio-ID4iyBT;19.4446875;2-pokojowe mieszkanie 46m2 + ogródek Bezpośrednio;Ruda;8300;381883;2;46.01;Łódź-Górna;D;ul. Dzwonowa, Ruda Pabianicka, Górna, Łódź, łódzkie;Yuniversal Development
2023-08-02;ID4mq4A;;http://www.otodom.pl/pl/oferta/kawalerka-na-aleksandrowskiej-do-remontu-ID4mq4A;;Kawalerka Na Aleksandrowskiej Do Remontu;;7309;195000;1;26.68;;N;Teofilów Przemysłowy, Bałuty, Łódź, łódzkie;House Factory
2023-08-02;ID4mq3L;51.8007107;http://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-2-pokojowe-ul-marysinska-ID4mq3L;19.4658645;Bezpośrednio Mieszkanie 2 pokojowe ul. Marysińska;Osiedle im. Stefana Czarnieckiego;5952;250000;2;42.0;Łódź-Bałuty;P;ul. Marysińska, Stare Bałuty, Bałuty, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4mq25;51.8082648;http://www.otodom.pl/pl/oferta/m-4-blok-teofilow-pierwsze-pietro-rezerwacja-ID4mq25;19.388426;M-4, blok, Teofilów, pierwsze piętro REZERWACJA !;Bałuty Zachodnie;6226;330000;3;53.0;Łódź-Bałuty;P;ul. Teofilowska, Teofilów, Bałuty, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4lrJH;51.7446331;http://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-lodz-retkinia-ID4lrJH;19.402018;Mieszkanie 2-pokojowe Łódź - Retkinia;Osiedle Sympatyczna;6038;295000;2;48.86;Łódź-Polesie;N;ul. Batalionów Chłopskich, Retkinia, Polesie, Łódź, łódzkie;homfi sp. z o.o.
2023-08-02;ID4lrJF;51.7530714;http://www.otodom.pl/pl/oferta/2-pokoje-mieszkanie-lodz-retkinia-ID4lrJF;19.4287836;2-pokoje mieszkanie Łódź - Retkinia;Karolew;6606;300000;2;45.41;Łódź-Polesie;N;ul. Wygodna, Karolew, Polesie, Łódź, łódzkie;homfi sp. z o.o.
2023-08-02;ID4mdNJ;51.7443094;http://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-ID4mdNJ;19.4944153;Sprzedam Mieszkanie;Zarzew;8088;220000;1;27.2;Łódź-Widzew;P;ul. Tatrzańska, Zarzew, Widzew, Łódź, łódzkie;Oferta prywatna
