date;link;name;where;price;perm;rooms;sqm;who;latitude;longitude;neighbourhood;suburb;postcode;id;type
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-ID4mAUs;2-pokojowe mieszkanie 45m2 + loggia;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.72;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUs;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-ID4mAUt;2-pokojowe mieszkanie 38m2 + balkon;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;38.57;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUt;D
2023-08-08;http://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-2-balkony-ID4iKEp;4-pokojowe mieszkanie 79m2 + 2 balkony;ul. Zagłoby, Niedźwiadek, Ursus, Warszawa, mazowieckie;-1;-1;4;79.27;Profbud;52.194186;20.8708307;Niedźwiadek;Ursus;02-496;ID4iKEp;D
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-taras-bez-prowizji-ID4jBdC;3-pokojowe mieszkanie 55m2 + taras Bez Prowizji;ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie;1003350;17984;3;55.79;PHN S.A.;52.2260408;20.9825656;Czyste;Wola;00-001;ID4jBdC;D
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-68m2-loggia-ID4mAUp;3-pokojowe mieszkanie 68m2 + loggia;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;3;68.25;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUp;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-ID4mAUr;2-pokojowe mieszkanie 45m2 + loggia;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.63;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUr;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-loggia-bezposrednio-ID4ikIk;2-pokojowe mieszkanie 44m2 + loggia Bezpośrednio;ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie;893624;20014;2;44.65;PHN S.A.;52.2260408;20.9825656;Czyste;Wola;00-001;ID4ikIk;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-ID4mAUq;2-pokojowe mieszkanie 45m2 + loggia;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.72;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUq;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-nowe-gotowe-mieszkanie-w-ursusie-ID4jp5V;2 pokojowe nowe, gotowe mieszkanie w Ursusie;ul. Edwarda Habicha, Szamoty, Ursus, Warszawa, mazowieckie;490000;12895;2;38.0;Oferta prywatna;52.2051566;20.8799232;Szamoty;Ursus;01-330;ID4jp5V;P
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bezposrednio-ID4mAUn;2-pokojowe mieszkanie 42m2 + balkon Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;42.4;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUn;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowy-loft-51m2-taras-bez-posrednikow-ID4mxYj;2-pokojowy loft 51m2 + taras Bez Pośredników;ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;51.54;Okam Capital;52.2668198;21.0395889;Praga II;Praga-Północ;03-444;ID4mxYj;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bezposrednio-ID4mAUo;2-pokojowe mieszkanie 42m2 + balkon Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;42.55;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUo;D
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowy-loft-56m2-taras-bez-posrednikow-ID4mxYd;3-pokojowy loft 56m2 + taras Bez Pośredników;ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie;-1;-1;3;56.86;Okam Capital;52.2668198;21.0395889;Praga II;Praga-Północ;03-444;ID4mxYd;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-bezposrednio-ID4mAUm;2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.62;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUm;D
2023-08-08;http://www.otodom.pl/pl/oferta/rodzinne-swietnie-skomunikowane-do-wejscia-ID4mB0w;Rodzinne, świetnie skomunikowane, do wejścia;ul. Zamieniecka, Gocławek, Praga-Południe, Warszawa, mazowieckie;699000;15163;2;46.1;Nieruchomości Plus;52.2386413;21.0998308;Witolin;Praga-Południe;04-158;ID4mB0w;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-balkon-ID4mAUi;2-pokojowe mieszkanie 40m2 + balkon;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;40.13;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUi;D
2023-08-08;http://www.otodom.pl/pl/oferta/kawalerka-na-kabatach-2-min-do-metra-ID4mB05;Kawalerka na Kabatach, 2 min. do metra.;Kabaty, Ursynów, Warszawa, mazowieckie;748800;20800;1;36.0;Oferta prywatna;52.1298174;21.0677837;Kabaty;Ursynów;02-796;ID4mB05;P
2023-08-08;http://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-z-tarasem-40-m2-ID4lKIm;Wyjątkowe mieszkanie z tarasem 40 m2;ul. Stefana Okrzei, Stara Praga, Praga-Północ, Warszawa, mazowieckie;1450000;25439;3;57.0;Point Nieruchomości;52.2482184;21.0290094;Stara Praga;Praga-Północ;03-718;ID4lKIm;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-bezposrednio-ID4mAUl;2-pokojowe mieszkanie 37m2 + balkon Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;37.96;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUl;D
2023-08-08;http://www.otodom.pl/pl/oferta/3-oddzielne-pokoje-plac-konstytucji-blisko-metra-ID4meqE;3 oddzielne pokoje, Plac Konstytucji, blisko metra;Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie;1149000;19163;3;59.96;ELANDOM nieruchomości;52.21944245;21.015704126921612;Marszałkowska Dzielnica Mieszkaniowa;Śródmieście;00-650;ID4meqE;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bez-prowizji-ID4mAUk;2-pokojowe mieszkanie 42m2 + balkon Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;42.4;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUk;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-loggia-ID4mAUg;2-pokojowe mieszkanie 51m2 + loggia;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;51.7;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUg;D
2023-08-08;http://www.otodom.pl/pl/oferta/zamieszkaj-w-nowym-budynku-na-tarchominie-ID4muQV;Zamieszkaj w nowym budynku na Tarchominie;ul. Tarchomińska, Tarchomin, Białołęka, Warszawa, mazowieckie;791600;11546;4;68.56;Wymarzony Kwadrat;52.3558623;20.9230074;Buchnik;Białołęka;03-113;ID4muQV;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-bez-prowizji-ID4mAUh;2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.85;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUh;D
2023-08-08;http://www.otodom.pl/pl/oferta/piekne-garaz-4m-wysokosc-w-cenie-23-vat-ID4mB0m;Piękne, garaż, 4m wysokość, w cenie 23% Vat;Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie;6983694;36900;7;189.26;RE/MAX Polska - Międzynarodowa Sieć Biur Nieruchomości;52.21944245;21.015704126921612;Marszałkowska Dzielnica Mieszkaniowa;Śródmieście;00-650;ID4mB0m;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-33m2-balkon-ID4mAUf;2-pokojowe mieszkanie 33m2 + balkon;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;33.74;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUf;D
2023-08-08;http://www.otodom.pl/pl/oferta/dwupoziomowe-4-pokojowe-mieszkanie-na-kabatach-ID4lNAO;Dwupoziomowe, 4-pokojowe mieszkanie na Kabatach;ul. Kabacki Dukt, Kabaty, Ursynów, Warszawa, mazowieckie;1750000;16355;4;107.0;Metrohouse S.A.;52.1292105;21.0659319;Las Kabacki;Ursynów;02-798;ID4lNAO;N
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bez-prowizji-ID4mAUc;3-pokojowe mieszkanie 60m2 + balkon Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;3;60.85;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUc;D
2023-08-08;http://www.otodom.pl/pl/oferta/mieszkanie-w-swietnej-lokalizacji-na-mokotowie-ID4mB0i;Mieszkanie w świetnej lokalizacji na Mokotowie;Służew, Mokotów, Warszawa, mazowieckie;610000;15510;2;39.33;4 Ściany Sp. z o.o.;52.14820815;21.043522493143207;Ursynów Centrum;Ursynów;02-722;ID4mB0i;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-bezposrednio-ID4mAUd;2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.85;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUd;D
2023-08-08;http://www.otodom.pl/pl/oferta/wysoki-standard-doskonala-lokalizacja-ID4mB0e;Wysoki standard | Doskonała lokalizacja;ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie;1080000;18773;3;57.53;Sento Real Estate;52.2217659;20.9339645;Przyce;Wola;01-267;ID4mB0e;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bezposrednio-ID4mAUb;2-pokojowe mieszkanie 38m2 + balkon Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;38.57;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUb;D
2023-08-08;http://www.otodom.pl/pl/oferta/kup-i-zarabiaj-nowe-apartamenty-pod-klucz-promocja-ID4lEcj;Kup i zarabiaj,nowe apartamenty pod klucz-promocja;Saska Kępa, Praga-Południe, Warszawa, mazowieckie;540500;15487;1;34.9;Lider Haus Sp. z o.o.;52.227312;21.06241913193589;Kępa Gocławska;Praga-Południe;03-952;ID4lEcj;N
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4mAU7;3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;3;55.96;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAU7;D
2023-08-08;http://www.otodom.pl/pl/oferta/bezposrednio-bez-pcc-nowe-2023-wykonczone-ID4kVW4;BEZPOŚREDNIO, bez PCC, NOWE, 2023, wykończone;ul. Bokserska, Służewiec, Mokotów, Warszawa, mazowieckie;930000;20440;2;45.5;Oferta prywatna;52.1710988;20.9901211;Osiedle Służewiec Południowy;Mokotów;02-667;ID4kVW4;P
2023-08-08;http://www.otodom.pl/pl/oferta/aparntament-w-luksusowym-kompleksie-centrum-wa-wy-ID4m6MV;Aparntament w luksusowym kompleksie Centrum Wa-wy;ul. Emilii Plater, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie;5183970;33000;3;157.09;Dom Inwestycji PL;52.22854;21.0056217;Centrum;Śródmieście;00-698;ID4m6MV;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-ID4mAUa;2-pokojowe mieszkanie 45m2 + loggia;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.62;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAUa;D
2023-08-08;http://www.otodom.pl/pl/oferta/przestronne-4-pokojowe-mieszkanie-na-kabatach-ID4lSlL;Przestronne, 4-pokojowe mieszkanie na Kabatach!;ul. Romualda Mielczarskiego, Kabaty, Ursynów, Warszawa, mazowieckie;1490000;12500;4;119.2;Metrohouse S.A.;52.1292887;21.060416;Kabaty;Ursynów;02-798;ID4lSlL;N
2023-08-08;http://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-loggia-ID4mAU6;4-pokojowe mieszkanie 79m2 + loggia;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;4;79.72;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAU6;D
2023-08-08;http://www.otodom.pl/pl/oferta/59m2-3-pokojowe-mieszkanie-w-swietnej-lokalizacji-ID4msyM;59m2 3-pokojowe mieszkanie w świetnej lokalizacji;ul. Ludwika Hirszfelda, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie;835000;14107;3;59.19;Metrohouse S.A.;52.141607;21.0417465;Imielin;Ursynów;02-795;ID4msyM;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-ID4mAU3;2-pokojowe mieszkanie 45m2 + loggia;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.79;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAU3;D
2023-08-08;http://www.otodom.pl/pl/oferta/bezposrednio-bez-pcc-nowy-wykonczony-apartamen-ID4mjcv;BEZPOŚREDNIO, bez PCC, NOWY, wykończony apartamen;ul. Bokserska 73, Służewiec, Mokotów, Warszawa, mazowieckie;1650000;18333;4;90.0;Oferta prywatna;52.1709346;20.989681514095317;Osiedle Służewiec Południowy;Mokotów;02-690;ID4mjcv;P
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67m2-loggia-bez-prowizji-ID4mAU5;3-pokojowe mieszkanie 67m2 + loggia Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;3;67.15;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAU5;D
2023-08-08;http://www.otodom.pl/pl/oferta/tarchomin-gotowe-do-wprowadzeniakredyt-2-ID4mAZH;Tarchomin ***Gotowe do Wprowadzenia***Kredyt 2%;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie;694000;12852;3;54.0;VIVA INVEST;52.3484331;20.942118;Buków;Białołęka;03-149;ID4mAZH;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-loggia-bezposrednio-ID4mAU2;2-pokojowe mieszkanie 48m2 + loggia Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;48.5;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAU2;D
2023-08-08;http://www.otodom.pl/pl/oferta/tarchomin-gotowe-do-wprowadzeniakredyt-2-ID4mAZG;Tarchomin ***Gotowe do Wprowadzenia***Kredyt 2%;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie;761000;12896;3;59.01;VIVA INVEST;52.3484331;20.942118;Buków;Białołęka;03-149;ID4mAZG;N
2023-08-08;http://www.otodom.pl/pl/oferta/tarchomin-gotowe-do-wprowadzeniakredyt-2-ID4mAZE;Tarchomin ***Gotowe do Wprowadzenia***Kredyt 2%;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie;694000;12852;3;54.0;VIVA INVEST;52.3484331;20.942118;Buków;Białołęka;03-149;ID4mAZE;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-loggia-bez-prowizji-ID4mAU4;2-pokojowe mieszkanie 51m2 + loggia Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;51.7;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAU4;D
2023-08-08;http://www.otodom.pl/pl/oferta/segment-168-m2-ogorkowa-blisko-obwodnicy-pd-ID4mAZq;Segment 168 m2 | Ogórkowa | blisko Obwodnicy Pd.;ul. Ogórkowa, Nadwiśle, Wawer, Warszawa, mazowieckie;1400000;8333;5;168.0;WESTATE PRAGA;52.155048;21.1671307;Skrzypki;Wawer;04-998;ID4mAZq;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-loggia-bez-prowizji-ID4mAU1;2-pokojowe mieszkanie 48m2 + loggia Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;48.5;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAU1;D
2023-08-08;http://www.otodom.pl/pl/oferta/bezposrednio-4-pokoje-98m2-w-poblizu-metra-kabaty-ID4mrNU;BEZPOŚREDNIO 4 pokoje 98m2 w pobliżu METRA-KABATY;ul. Melchiora Wańkowicza, Kabaty, Ursynów, Warszawa, mazowieckie;1330000;13571;4;98.0;Oferta prywatna;52.1335845;21.0658936;Kabaty;Ursynów;02-796;ID4mrNU;P
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bezposrednio-ID4mATZ;3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;3;60.85;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mATZ;D
2023-08-08;http://www.otodom.pl/pl/oferta/studio-przy-metrze-ID4lLYy;Studio przy Metrze;ul. gen. Meriana C. Coopera, Chrzanów, Bemowo, Warszawa, mazowieckie;535000;15671;1;34.14;Smart Property Waldemar Stępień;52.232669096907216;20.89674117525773;Chrzanów;Bemowo;01-315;ID4lLYy;N
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-ID4mATY;3-pokojowe mieszkanie 60m2 + balkon;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;3;60.85;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mATY;D
2023-08-08;http://www.otodom.pl/pl/oferta/bezposrednio-po-remoncie-3pokoje-3balkony-ID4moSt;BEZPOŚREDNIO ,PO Remoncie 3pokoje/ 3balkony;ul. Marszałkowska 87, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie;1430000;21029;3;68.0;Oferta prywatna;52.22731;21.0127124;Marszałkowska Dzielnica Mieszkaniowa;Śródmieście;00-687;ID4moSt;P
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-68m2-loggia-bez-prowizji-ID4mAU0;3-pokojowe mieszkanie 68m2 + loggia Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;3;68.25;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAU0;D
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-bezposrednio-ID4mATX;2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.72;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mATX;D
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-przestronne-mieszkanie-przy-przewodowej-ID4muti;3 pokojowe PRZESTRONNE mieszkanie przy Przewodowej;ul. Przewodowa 77, Miedzeszyn, Wawer, Warszawa, mazowieckie;944978;13370;3;70.68;Oferta prywatna;52.17264435;21.17984680972786;Elżbietówek;Wawer;04-874;ID4muti;P
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-bezposrednio-ID4mATV;2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.79;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mATV;D
2023-08-08;http://www.otodom.pl/pl/oferta/57-m2-designerskie-z-widokiem-na-palac-kultury-ID4mAOu;57 m2 designerskie z widokiem na Pałac Kultury;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie;1499000;26298;2;57.0;JW Investment Jolanta Wiśniewska;52.23758715;21.010602457659104;Centrum;Śródmieście;00-056;ID4mAOu;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-balkon-bez-prowizji-ID4mATT;2-pokojowe mieszkanie 40m2 + balkon Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;40.13;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mATT;D
2023-08-08;http://www.otodom.pl/pl/oferta/metro-swietokrzyska-piekny-widok-po-remoncie-ID4mvDA;Metro Świętokrzyska, piękny widok, po remoncie!;ul. Jasna, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie;999000;22551;2;44.3;K3 Nieruchomości;52.2341331;21.0119642;Centrum;Śródmieście;00-015;ID4mvDA;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-33m2-balkon-bezposrednio-ID4mATR;2-pokojowe mieszkanie 33m2 + balkon Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;33.74;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mATR;D
2023-08-08;http://www.otodom.pl/pl/oferta/kamienica-blisko-arkadia-idelane-pod-inwestycje-ID4m0KM;Kamienica/ Blisko Arkadia/ Idelane Pod Inwestycje;ul. Inflancka, Muranów, Śródmieście, Warszawa, mazowieckie;530000;15143;2;35.0;Nieruchomości Plus;52.2551059;20.9930845;Osiedle Stawki;Śródmieście;00-199;ID4m0KM;N
2023-08-08;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bezposrednio-ID4mATS;3-pokojowe mieszkanie 59m2 + balkon Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;3;59.67;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mATS;D
2023-08-08;http://www.otodom.pl/pl/oferta/pod-wynajem-idealne-pierwsze-mieszkanie-ID4mpnQ;Pod Wynajem/Idealne Pierwsze Mieszkanie;ul. Łodygowa, Zacisze, Targówek, Warszawa, mazowieckie;410000;12615;1;32.5;Nieruchomości Plus;52.2867789;21.0764815;Lewinów;Targówek;03-695;ID4mpnQ;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bezposrednio-ID4mATN;2-pokojowe mieszkanie 42m2 + balkon Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;42.55;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mATN;D
2023-08-08;http://www.otodom.pl/pl/oferta/wysoki-standard-wykonczenia-cicha-okolica-ID4mtWb;Wysoki Standard Wykończenia/ Cicha Okolica;ul. Adama Mickiewicza, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie;1665000;22068;3;75.45;Nieruchomości Plus;52.2697264;20.9854961;Żoliborz Spółdzielczy;Żoliborz;01-616;ID4mtWb;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-balkon-bezposrednio-ID4mATQ;2-pokojowe mieszkanie 40m2 + balkon Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;40.13;GH Development;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mATQ;D
2023-08-08;http://www.otodom.pl/pl/oferta/do-wejscia-kameralne-osiedle-ID4md5U;Do wejścia | kameralne osiedle;ul. Szaserów, Gocławek, Praga-Południe, Warszawa, mazowieckie;699000;13435;2;52.03;Nieruchomości Plus;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4md5U;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-bezposrednio-ID4mATP;2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;45.63;GH Development;52.1943444;21.027244;Henryków;Mokotów;02-701;ID4mATP;D
2023-08-08;http://www.otodom.pl/pl/oferta/piekny-widok-metro-wierzbno-10-min-ID4me5h;Piękny widok | Metro Wierzbno 10 min;ul. Bielawska, Wierzbno, Mokotów, Warszawa, mazowieckie;525000;14463;2;36.3;Nieruchomości Plus;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4me5h;N
2023-08-08;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-balkon-bez-prowizji-ID4mATK;2-pokojowe mieszkanie 40m2 + balkon Bez Prowizji;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;2;40.13;GH Development;52.2534587;20.8980943;Fort Radiowo;Bemowo;01-476;ID4mATK;D
2023-08-08;http://www.otodom.pl/pl/oferta/wat-2-3-pok-przy-lesie-cegla-cicho-garaz-ID4m4oH;Wat ~ 2/3 pok. przy Lesie ~ Cegła ~ Cicho ~Garaż;ul. gen. Sylwestra Kaliskiego, Boernerowo, Bemowo, Warszawa, mazowieckie;669000;11968;2;55.9;UNIQUE PARTNERS;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4m4oH;N
2023-08-08;http://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-loggia-bezposrednio-ID4mATM;4-pokojowe mieszkanie 79m2 + loggia Bezpośrednio;ul. Milewska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie;-1;-1;4;79.72;GH Development;52.2457384;20.9942364;Muranów II;Śródmieście;00-153;ID4mATM;D
2023-08-08;http://www.otodom.pl/pl/oferta/rewelacyjne-w-srodmiesciu-doskonala-inwestycja-ID4mAYd;Rewelacyjne w Śródmieściu - doskonała inwestycja!;ul. Nowolipki, Muranów, Śródmieście, Warszawa, mazowieckie;620000;15271;1;40.6;IP Properties sp. z o.o.;52.1942831;20.9214811;Salomea;Włochy;02-494;ID4mAYd;N
